kind	value	complex_id_a	complex_id_b
selected_sequence_signature	c38db100c70c1468e56741a0d6d8d07dc3dc7a0c	5LIT__6XV__laJ__aaB__rs102__m1__alt.	6GIM__EZK__laI__aaB__rs101__m1__alt.
selected_sequence_signature	c40eb493a4f0e779e6887a4447b1c1d0db627964	6N5N__2BA__laB__aaA__rs201__m1__alt.	6N5N__2BA__laC__aaA__rs202__m1__alt.
selected_sequence_signature	c4ee7e98c20d8b062131704274c02f8de36b1048	4QK8__2BA__laB__aaA__rs201__m1__alt.	4QK8__2BA__laC__aaA__rs202__m1__alt.
selected_sequence_signature	c4ee7e98c20d8b062131704274c02f8de36b1048	4QK8__2BA__laB__aaA__rs201__m1__alt.	4QKA__2BA__laB__aaA__rs201__m1__alt.
selected_sequence_signature	c4ee7e98c20d8b062131704274c02f8de36b1048	4QK8__2BA__laB__aaA__rs201__m1__alt.	4QKA__2BA__laC__aaA__rs202__m1__alt.
selected_sequence_signature	c63955ea466b5223deedae2ceae3fe4a1a756565	6QN3__GLN__laG__aaA__rs105__m1__alt.	6QN3__GLN__laL__aaB__rs205__m1__alt.
selected_sequence_signature	c81ef669ea06cb53e97d2ec92b7081eaba356ee0	7YC8__GTP__laB__aaN__rs501__m1__alt.	7YCG__GTP__laC__aaN__rs501__m1__alt.
selected_sequence_signature	c8326fab8b9708ffcd0bec7985e3744a1dd71511	7X8M__BER__laB__aaX__rs101__m1__alt.	7X8M__BER__laC__aaX__rs102__m1__alt.
selected_sequence_signature	c8326fab8b9708ffcd0bec7985e3744a1dd71511	7X8M__BER__laB__aaX__rs101__m1__alt.	7X8O__KPT__laB__aaX__rs101__m1__alt.
selected_sequence_signature	c8326fab8b9708ffcd0bec7985e3744a1dd71511	7X8M__BER__laB__aaX__rs101__m1__alt.	7X8O__KPT__laC__aaX__rs102__m1__alt.
selected_sequence_signature	caa3394d43e32019d9b40993ec2b522cd48865dc	5VCF__8OS__laC__aaA__rs101__m1__alt.	5VCI__8OS__laC__aaA__rs101__m1__alt.
selected_sequence_signature	cc2b045c28248465bca909485c79e9b23efa444b	8TA8__NT__laE__aaA__rs101__m1__alt.	8TAM__HT1__laE__aaA__rs101__m1__alt.
selected_sequence_signature	cc7eab7c175dd0e17177760d16d720cd0631f35f	6QIR__J48__laE__aaA__rs101__m1__alt.	6QIR__J48__laF__aaA__rs102__m1__alt.
selected_sequence_signature	cc7eab7c175dd0e17177760d16d720cd0631f35f	6QIR__J48__laE__aaA__rs101__m1__alt.	6QIR__J48__laG__aaC__rs101__m1__alt.
selected_sequence_signature	cc7eab7c175dd0e17177760d16d720cd0631f35f	6QIR__J48__laE__aaA__rs101__m1__alt.	6QIR__J48__laH__aaD__rs101__m1__alt.
selected_sequence_signature	cd73569b939576bdd4e625fe3ac918163b3fb32d	9BZ1__5AC__laG__aaA__rs105__m1__alt.	9BZC__AMZ__laF__aaA__rs105__m1__alt.
selected_sequence_signature	cdb7862123489bb77ba6c37616b147448c3c11ce	8VXZ__A1AED__laG__aaA__rs104__m1__alt.	8VY0__A1AEE__laH__aaA__rs105__m1__alt.
selected_sequence_signature	cdb7862123489bb77ba6c37616b147448c3c11ce	8VXZ__A1AED__laG__aaA__rs104__m1__alt.	8VY1__A1AEF__laL__aaB__rs103__m1__alt.
selected_sequence_signature	ce31662dd7afe296cecae9f5adbe3e332ed15327	7YVW__B2R__laC__aaA__rs101__m1__alt.	7YVW__B2R__laD__aaA__rs102__m1__alt.
selected_sequence_signature	ce31662dd7afe296cecae9f5adbe3e332ed15327	7YVW__B2R__laC__aaA__rs101__m1__alt.	8ZD2__A1L1S__laC__aa1__rs101__m1__alt.
selected_sequence_signature	ce31662dd7afe296cecae9f5adbe3e332ed15327	7YVW__B2R__laC__aaA__rs101__m1__alt.	8ZD2__A1L1S__laD__aa2__rs101__m1__alt.
selected_sequence_signature	ce31662dd7afe296cecae9f5adbe3e332ed15327	7YVW__B2R__laC__aaA__rs101__m1__alt.	8ZD7__A1L1R__laC__aa2__rs101__m1__alt.
selected_sequence_signature	ce31662dd7afe296cecae9f5adbe3e332ed15327	7YVW__B2R__laC__aaA__rs101__m1__alt.	8ZD8__A1L1S__laC__aa1__rs101__m1__alt.
selected_sequence_signature	cf9c6fa5b05d60ec45aaabfa6d7b75d2eb95458c	2QWY__SAM__laH__aaA__rs100__m1__alt.	2QWY__SAM__laK__aaB__rs300__m1__alt.
selected_sequence_signature	cf9c6fa5b05d60ec45aaabfa6d7b75d2eb95458c	2QWY__SAM__laH__aaA__rs100__m1__alt.	2QWY__SAM__laO__aaC__rs500__m1__alt.
selected_sequence_signature	cff0fb020d0ae876a1534b38be215ff31b250558	6YL5__SAH__laAA__aaE__rs101__m1__alt.	6YL5__SAH__laFA__aaG__rs101__m1__alt.
selected_sequence_signature	cff0fb020d0ae876a1534b38be215ff31b250558	6YL5__SAH__laAA__aaE__rs101__m1__alt.	6YL5__SAH__laJA__aaI__rs101__m1__alt.
selected_sequence_signature	cff0fb020d0ae876a1534b38be215ff31b250558	6YL5__SAH__laAA__aaE__rs101__m1__alt.	6YL5__SAH__laM__aaA__rs101__m1__alt.
selected_sequence_signature	cff0fb020d0ae876a1534b38be215ff31b250558	6YL5__SAH__laAA__aaE__rs101__m1__alt.	6YL5__SAH__laNA__aaK__rs101__m1__alt.
selected_sequence_signature	cff0fb020d0ae876a1534b38be215ff31b250558	6YL5__SAH__laAA__aaE__rs101__m1__alt.	6YL5__SAH__laW__aaC__rs101__m1__alt.
selected_sequence_signature	d4db8e727d55f31d9f3e4f31edeb7f81530e44a7	4W90__2BA__laC__aaC__rs201__m1__alt.	4W90__2BA__laD__aaC__rs202__m1__alt.
selected_sequence_signature	d4db8e727d55f31d9f3e4f31edeb7f81530e44a7	4W90__2BA__laC__aaC__rs201__m1__alt.	4W92__2BA__laJ__aaC__rs208__m1__alt.
selected_sequence_signature	d4db8e727d55f31d9f3e4f31edeb7f81530e44a7	4W90__2BA__laC__aaC__rs201__m1__alt.	4W92__2BA__laK__aaC__rs209__m1__alt.
selected_sequence_signature	d52d5319061f4687933d43ccd4890c508887af28	4RPX__DCP__laT__aaD__rs101__m1__alt.	4RPY__DCP__laU__aaT__rs101__m1__alt.
selected_sequence_signature	d52d5319061f4687933d43ccd4890c508887af28	4RPX__DCP__laT__aaD__rs101__m1__alt.	4RPZ__DCP__laO__aaD__rs101__m1__alt.
selected_sequence_signature	d52d5319061f4687933d43ccd4890c508887af28	4RPX__DCP__laT__aaD__rs101__m1__alt.	7RBI__DCP__laM__aaD__rs101__m1__alt.
selected_sequence_signature	d682c5c0e704d6b2ae7e426b2d8514f1081d958d	5DDP__GLN__laP__aaB__rs101__m1__alt.	5DDQ__GLN__laP__aaB__rs101__m1__alt.
selected_sequence_signature	d682c5c0e704d6b2ae7e426b2d8514f1081d958d	5DDP__GLN__laP__aaB__rs101__m1__alt.	5DDR__GLN__laS__aaB__rs101__m1__alt.
selected_sequence_signature	d85605b51c7eeca64eed825522c527920194bb26	8XZE__THG__laB__aaA__rs101__m1__alt.	8XZL__DHF__laB__aaA__rs101__m1__alt.
selected_sequence_signature	d85605b51c7eeca64eed825522c527920194bb26	8XZE__THG__laB__aaA__rs101__m1__alt.	8XZM__NPR__laG__aaA__rs106__m1__alt.
selected_sequence_signature	d85605b51c7eeca64eed825522c527920194bb26	8XZE__THG__laB__aaA__rs101__m1__alt.	8XZN__H4B__laB__aaA__rs101__m1__alt.
selected_sequence_signature	d85605b51c7eeca64eed825522c527920194bb26	8XZE__THG__laB__aaA__rs101__m1__alt.	8XZO__GUN__laC__aaA__rs202__m1__alt.
selected_sequence_signature	d85605b51c7eeca64eed825522c527920194bb26	8XZE__THG__laB__aaA__rs101__m1__alt.	8XZP__A1LXN__laG__aaA__rs106__m1__alt.
selected_sequence_signature	d85605b51c7eeca64eed825522c527920194bb26	8XZE__THG__laB__aaA__rs101__m1__alt.	8XZQ__AZG__laB__aaA__rs101__m1__alt.
selected_sequence_signature	d85605b51c7eeca64eed825522c527920194bb26	8XZE__THG__laB__aaA__rs101__m1__alt.	8XZR__ANG__laB__aaA__rs101__m1__alt.
selected_sequence_signature	d85605b51c7eeca64eed825522c527920194bb26	8XZE__THG__laB__aaA__rs101__m1__alt.	8XZW__THG__laB__aaA__rs101__m1__alt.
selected_sequence_signature	d95dff4165002ef96bfaf681a3dd2a005388ed3f	6LAS__SAM__laF__aaA__rs101__m1__alt.	6LAS__SAM__laG__aaB__rs101__m1__alt.
selected_sequence_signature	d95dff4165002ef96bfaf681a3dd2a005388ed3f	6LAS__SAM__laF__aaA__rs101__m1__alt.	6LAU__SAH__laF__aaA__rs101__m1__alt.
selected_sequence_signature	d95dff4165002ef96bfaf681a3dd2a005388ed3f	6LAS__SAM__laF__aaA__rs101__m1__alt.	6LAU__SAH__laI__aaB__rs101__m1__alt.
selected_sequence_signature	d95dff4165002ef96bfaf681a3dd2a005388ed3f	6LAS__SAM__laF__aaA__rs101__m1__alt.	6LAZ__E7X__laG__aaA__rs102__m1__alt.
selected_sequence_signature	d95dff4165002ef96bfaf681a3dd2a005388ed3f	6LAS__SAM__laF__aaA__rs101__m1__alt.	6LAZ__E7X__laH__aaB__rs101__m1__alt.
selected_sequence_signature	d9d6298ee2c085a88e9a04ab551c1cea4164b844	9MOZ__A1BNI__laJA__aaG__rs103__m1__alt.	9MOZ__A1BNI__laV__aaD__rs103__m1__alt.
selected_sequence_signature	dbbaef5474d0a27a0c5b7fd3e434fcc356475ebb	202D__MNG__laC__aaA__rs9__m1__alt.	202D__MNG__laD__aaB__rs9__m1__alt.
selected_sequence_signature	dbde7fb89ad8e992c57490ff77c5d0ac2b13977d	8HB1__NMN__laF__aaB__rs101__m1__alt.	8HB1__NMN__laG__aaB__rs102__m1__alt.
selected_sequence_signature	dbf02938ffe44bff0f9f4d2e6fade0da55a99e9f	5BTP__AMZ__laJ__aaB__rs108__m1__alt.	5BTP__AMZ__laQ__aaA__rs106__m1__alt.
selected_sequence_signature	dbf02938ffe44bff0f9f4d2e6fade0da55a99e9f	5BTP__AMZ__laJ__aaB__rs108__m1__alt.	6OD9__AMZ__laD__aaA__rs102__m1__alt.
selected_sequence_signature	dbf02938ffe44bff0f9f4d2e6fade0da55a99e9f	5BTP__AMZ__laJ__aaB__rs108__m1__alt.	6OD9__AMZ__laI__aaB__rs102__m1__alt.
selected_sequence_signature	dbf02938ffe44bff0f9f4d2e6fade0da55a99e9f	5BTP__AMZ__laJ__aaB__rs108__m1__alt.	6WZR__UG1__laH__aaA__rs106__m1__alt.
selected_sequence_signature	dbf02938ffe44bff0f9f4d2e6fade0da55a99e9f	5BTP__AMZ__laJ__aaB__rs108__m1__alt.	6WZR__UG1__laK__aaB__rs103__m1__alt.
selected_sequence_signature	dbf02938ffe44bff0f9f4d2e6fade0da55a99e9f	5BTP__AMZ__laJ__aaB__rs108__m1__alt.	6WZS__UG4__laI__aaB__rs107__m1__alt.
selected_sequence_signature	dbf02938ffe44bff0f9f4d2e6fade0da55a99e9f	5BTP__AMZ__laJ__aaB__rs108__m1__alt.	6WZS__UG4__laP__aaA__rs107__m1__alt.
selected_sequence_signature	dc502224b0cbb82c01162aa4561746a2eb22e038	6N5K__2BA__laB__aaA__rs201__m1__alt.	6N5K__2BA__laC__aaA__rs202__m1__alt.
selected_sequence_signature	de4245ef548298e9ab62a6afdf5c20fe54a4f955	6E8T__HZG__laE__aaD__rs101__m1__alt.	6E8T__HZG__laG__aaC__rs101__m1__alt.
selected_sequence_signature	de4245ef548298e9ab62a6afdf5c20fe54a4f955	6E8T__HZG__laE__aaD__rs101__m1__alt.	6E8T__HZG__laL__aaA__rs101__m1__alt.
selected_sequence_signature	de87553305e2cb6f621e58a2c8c22b2230ea6bde	8K7W__2ZY__laB__aaA__rs101__m1__alt.	9VMZ__A1EST__laC__aaA__rs102__m1__alt.
selected_sequence_signature	debea44961740eafdad3bcd2cbcf8c77888e5b98	5ODF__CWN__laC__aaA__rs101__m1__alt.	6RIO__K4Z__laC__aaA__rs101__m1__alt.
selected_sequence_signature	debf173bb35fe340176525cf0400d2fcd89f03a3	8HB8__NMN__laB__aaA__rs101__m1__alt.	8HB8__NMN__laC__aaA__rs102__m1__alt.
selected_sequence_signature	df62cb9cae36c7935273aebe2e741add276dbb84	3CDM__NII__laD__aaA__rs27__m1__alt.	3CDM__NII__laH__aaB__rs27__m1__alt.
selected_sequence_signature	df62cb9cae36c7935273aebe2e741add276dbb84	3CDM__NII__laD__aaA__rs27__m1__alt.	3CDM__NII__laI__aaB__rs28__m1__alt.
selected_sequence_signature	df62cb9cae36c7935273aebe2e741add276dbb84	3CDM__NII__laD__aaA__rs27__m1__alt.	3CDM__NII__laJ__aaB__rs29__m1__alt.
selected_sequence_signature	e04237409f296e9c1576cdab0eaf06b6d907e3e9	1AW4__AMP__laB__aaA__rs28__m1__alt.	1AW4__AMP__laC__aaA__rs29__m1__alt.
selected_sequence_signature	e21e1bf62ae36a6031570419a25a52b130d801c2	8I46__53D__laB__aaA__rs20__m1__alt.	9U70__53D__laB__aaA__rs101__m1__alt.
selected_sequence_signature	e2b6620dde594ab31d3c5880ba25cc68da1ff3b4	9E5K__N3D__laF__aaA__rs102__m1__alt.	9E5K__N3D__laSA__aaD__rs102__m1__alt.
selected_sequence_signature	e319fcbe1733c13324fce994a4c790530928055f	1QSX__HT__laJ__aaB__rs25__m1__alt.	1QSX__HT__laK__aaB__rs26__m1__alt.
selected_sequence_signature	e338fa276165ddd68df4370f6cd7b1f2fe20261e	9GVI__PQ3__laB__aaA__rs101__m1__alt.	9GVV__LWQ__laB__aaA__rs101__m1__alt.
selected_sequence_signature	e552b05ebcf1d9cc3132cae4d699b597b8aee07d	4TS0__38E__laR__aaY__rs206__m1__alt.	4TS2__38E__laH__aaY__rs204__m1__alt.
selected_sequence_signature	e5f67be5aed38e437c71805ca9705d610d0d516b	9HRG__GTP__laS__aaC__rs103__m1__alt.	9HRG__GTP__laY__aaD__rs103__m1__alt.
selected_sequence_signature	e8eadfb462e27d4b138039f7962f7fcb21c8ed14	4YAZ__4BW__laH__aaR__rs106__m1__alt.	4YAZ__4BW__laL__aaA__rs103__m1__alt.
selected_sequence_signature	e94ad729ccd0affa9bcdb706f92e4c0834579c7f	6CB3__GTP__laAB__aaB__rs221__m1__alt.	6CB3__GTP__laU__aaA__rs219__m1__alt.
selected_sequence_signature	e9c83917e95a86b466738a977ee316a20aaef01e	3EM2__NCE__laF__aaA__rs29__m1__alt.	3EQW__NCI__laF__aaA__rs29__m1__alt.
selected_sequence_signature	e9c83917e95a86b466738a977ee316a20aaef01e	3EM2__NCE__laF__aaA__rs29__m1__alt.	3ERU__NCJ__laF__aaA__rs29__m1__alt.
selected_sequence_signature	e9c83917e95a86b466738a977ee316a20aaef01e	3EM2__NCE__laF__aaA__rs29__m1__alt.	3ES0__NCK__laF__aaA__rs29__m1__alt.
selected_sequence_signature	e9c83917e95a86b466738a977ee316a20aaef01e	3EM2__NCE__laF__aaA__rs29__m1__alt.	3ET8__NCL__laF__aaA__rs29__m1__alt.
selected_sequence_signature	e9c83917e95a86b466738a977ee316a20aaef01e	3EM2__NCE__laF__aaA__rs29__m1__alt.	3EUI__NC5__laH__aaA__rs57__m1__alt.
selected_sequence_signature	e9c83917e95a86b466738a977ee316a20aaef01e	3EM2__NCE__laF__aaA__rs29__m1__alt.	3EUI__NCI__laN__aaC__rs58__m1__alt.
selected_sequence_signature	e9c83917e95a86b466738a977ee316a20aaef01e	3EM2__NCE__laF__aaA__rs29__m1__alt.	3EUM__NCQ__laF__aaA__rs29__m1__alt.
selected_sequence_signature	e9c83917e95a86b466738a977ee316a20aaef01e	3EM2__NCE__laF__aaA__rs29__m1__alt.	3NYP__RNR__laF__aaA__rs17__m1__alt.
selected_sequence_signature	e9c83917e95a86b466738a977ee316a20aaef01e	3EM2__NCE__laF__aaA__rs29__m1__alt.	3NZ7__SNS__laF__aaA__rs17__m1__alt.
selected_sequence_signature	ebce86266709da039c9d5d89939e74aacd814cb2	8HBA__NAD__laD__aaA__rs102__m1__alt.	8HBA__NMN__laF__aaB__rs102__m1__alt.
selected_sequence_signature	ecf84c6a8e3502a27552a690896fee631bf92c9f	3KUY__ATV__laL__aaI__rs73__m1__alt.	3KUY__ATV__laM__aaJ__rs73__m1__alt.
selected_sequence_signature	ed9be5cee38b64586216bc8e09983c3a53faa648	198D__DM5__laE__aaA__rs25__m1__alt.	198D__DM5__laI__aaD__rs28__m1__alt.
selected_sequence_signature	ed9be5cee38b64586216bc8e09983c3a53faa648	198D__DM5__laE__aaA__rs25__m1__alt.	1I5V__PPZ__laC__aaA__rs7__m1__alt.
selected_sequence_signature	ed9be5cee38b64586216bc8e09983c3a53faa648	198D__DM5__laE__aaA__rs25__m1__alt.	1I5V__PPZ__laD__aaB__rs7__m1__alt.
selected_sequence_signature	ed9be5cee38b64586216bc8e09983c3a53faa648	198D__DM5__laE__aaA__rs25__m1__alt.	1NAB__44D__laC__aaA__rs41__m1__alt.
selected_sequence_signature	ed9be5cee38b64586216bc8e09983c3a53faa648	198D__DM5__laE__aaA__rs25__m1__alt.	1NAB__44D__laD__aaB__rs40__m1__alt.
selected_sequence_signature	ed9be5cee38b64586216bc8e09983c3a53faa648	198D__DM5__laE__aaA__rs25__m1__alt.	1Z3F__EL__laC__aaA__rs41__m1__alt.
selected_sequence_signature	ed9be5cee38b64586216bc8e09983c3a53faa648	198D__DM5__laE__aaA__rs25__m1__alt.	1Z3F__EL__laE__aaB__rs42__m1__alt.
selected_sequence_signature	ed9be5cee38b64586216bc8e09983c3a53faa648	198D__DM5__laE__aaA__rs25__m1__alt.	3FT6__PRL__laC__aaA__rs21__m1__alt.
selected_sequence_signature	ed9be5cee38b64586216bc8e09983c3a53faa648	198D__DM5__laE__aaA__rs25__m1__alt.	3FT6__PRL__laF__aaB__rs22__m1__alt.
selected_sequence_signature	ee5e955235e4636b7b121b643f3a81030f49a30b	4KZD__1TU__laG__aaR__rs103__m1__alt.	4Q9Q__2ZZ__laF__aaR__rs103__m1__alt.
selected_sequence_signature	ee5e955235e4636b7b121b643f3a81030f49a30b	4KZD__1TU__laG__aaR__rs103__m1__alt.	4Q9R__2ZY__laE__aaR__rs102__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laO__aaA__rs103__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laQ__aaC__rs102__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laS__aaF__rs102__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laT__aaG__rs101__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laV__aaI__rs102__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laX__aaM__rs102__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laY__aaN__rs101__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laZ__aaO__rs201__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMJ__ADN__laM__aaA__rs201__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMJ__ADN__laN__aaA__rs202__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMJ__ADN__laS__aaF__rs201__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMJ__ADN__laT__aaF__rs202__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMJ__ADN__laV__aaM__rs201__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMJ__ADN__laY__aaN__rs101__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMK__MTA__laM__aaA__rs101__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMK__MTA__laN__aaB__rs101__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMK__MTA__laR__aaF__rs101__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMK__MTA__laT__aaG__rs101__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMK__MTA__laW__aaM__rs101__m1__alt.
selected_sequence_signature	ee6d5bdcf805e88177b6c8f1997aee42806ae1f3	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMK__MTA__laX__aaM__rs102__m1__alt.
selected_sequence_signature	ef5158c417921ecd9a13493aeb2d01c9d039c0a5	4QK9__2BA__laB__aaA__rs201__m1__alt.	4QK9__2BA__laC__aaA__rs202__m1__alt.
selected_sequence_signature	f0abe67340589660825483848dd9f99240685689	8CF2__ULR__laC__aaA__rs101__m1__alt.	8R63__Y53__laC__aaB__rs101__m1__alt.
selected_sequence_signature	f0abe67340589660825483848dd9f99240685689	8CF2__ULR__laC__aaA__rs101__m1__alt.	8R8P__YB3__laC__aaB__rs101__m1__alt.
selected_sequence_signature	f114457f9b55ccaff49d9cef378fd5d8408ab917	8UFZ__Y5U__laG__aaB__rs101__m1__alt.	8UFZ__Y5U__laH__aaD__rs101__m1__alt.
selected_sequence_signature	f1ebcf51261b19774420fc5fba54cb21701b2b31	2O5C__TDR__laE__aaD__rs799__m1__alt.	2O5E__TDR__laE__aaD__rs9__m1__alt.
selected_sequence_signature	f5fe74352f8e377ae7c838c92247e1418a992266	8Y2R__KPT__laB__aaX__rs101__m1__alt.	8Y2R__KPT__laC__aaX__rs102__m1__alt.
selected_sequence_signature	f9173c99d5190464f849b5d75c9ed5c76f6fe6bf	4YB0__C2E__laD__aaR__rs102__m1__alt.	4YB0__C2E__laK__aaA__rs102__m1__alt.
selected_sequence_signature	fb403976a85c03bd5dfe7dabd64ded5471b9a679	5JVW__6O6__laJ__aaB__rs102__m1__alt.	5JVW__6O6__laP__aaC__rs102__m1__alt.
selected_sequence_signature	fb403976a85c03bd5dfe7dabd64ded5471b9a679	5JVW__6O6__laJ__aaB__rs102__m1__alt.	9MOZ__A1BNI__laI__aaA__rs103__m1__alt.
selected_sequence_signature	fb403976a85c03bd5dfe7dabd64ded5471b9a679	5JVW__6O6__laJ__aaB__rs102__m1__alt.	9MOZ__A1BNI__laJ__aaA__rs104__m1__alt.
selected_sequence_signature	fb403976a85c03bd5dfe7dabd64ded5471b9a679	5JVW__6O6__laJ__aaB__rs102__m1__alt.	9MOZ__A1BNI__laLA__aaG__rs105__m1__alt.
selected_sequence_signature	fb403976a85c03bd5dfe7dabd64ded5471b9a679	5JVW__6O6__laJ__aaB__rs102__m1__alt.	9MOZ__A1BNI__laW__aaD__rs104__m1__alt.
selected_sequence_signature	fb81ee5070e3bb01d75802a11d45b45bd3adc1da	6QIS__J48__laI__aaA__rs101__m1__alt.	6QIS__J48__laJ__aaB__rs101__m1__alt.
selected_sequence_signature	fb81ee5070e3bb01d75802a11d45b45bd3adc1da	6QIS__J48__laI__aaA__rs101__m1__alt.	6QIS__J48__laO__aaE__rs102__m1__altB
selected_sequence_signature	fc2c9d04df97f4dff33b0c279b814fa49ae54751	6WK7__AX2__laC__aaB__rs101__m1__alt.	6WK7__AX2__laD__aaB__rs102__m1__alt.
selected_sequence_signature	fc2c9d04df97f4dff33b0c279b814fa49ae54751	6WK7__AX2__laC__aaB__rs101__m1__alt.	6WK7__AX2__laE__aaB__rs103__m1__alt.
selected_sequence_signature	fc2c9d04df97f4dff33b0c279b814fa49ae54751	6WK7__AX2__laC__aaB__rs101__m1__alt.	6WK7__AX2__laF__aaC__rs101__m1__alt.
selected_sequence_signature	fc2c9d04df97f4dff33b0c279b814fa49ae54751	6WK7__AX2__laC__aaB__rs101__m1__alt.	6WK7__AX2__laG__aaC__rs102__m1__alt.
selected_sequence_signature	fc2c9d04df97f4dff33b0c279b814fa49ae54751	6WK7__AX2__laC__aaB__rs101__m1__alt.	6WK7__AX2__laH__aaC__rs103__m1__alt.
selected_sequence_signature	fda815b95cbd9950c9e5cf9420c1c15ab95dee3e	8HZL__NI4__laDA__aaB__rs115__m1__alt.	8HZL__NI4__laEA__aaB__rs116__m1__alt.
selected_sequence_signature	fda815b95cbd9950c9e5cf9420c1c15ab95dee3e	8HZL__NI4__laDA__aaB__rs115__m1__alt.	8HZL__NI4__laM__aaA__rs111__m1__alt.
selected_sequence_signature	fda815b95cbd9950c9e5cf9420c1c15ab95dee3e	8HZL__NI4__laDA__aaB__rs115__m1__alt.	8HZL__NI4__laO__aaA__rs113__m1__alt.
selected_sequence_signature	fdb33c431bbd8c20ce8a09fbf824e9b748b6c0bc	21HS__A1L8R__laC__aaA__rs101__m1__alt.	9V88__XAU__laD__aaA__rs102__m1__alt.
selected_sequence_signature	fdb33c431bbd8c20ce8a09fbf824e9b748b6c0bc	21HS__A1L8R__laC__aaA__rs101__m1__alt.	9V89__W1H__laE__aaB__rs101__m1__alt.
selected_sequence_signature	fe4829a4316ed18cb53060d625a0c8420085e5b9	7SZU__J8F__laF__aaR__rs103__m1__alt.	7U0Y__KY6__laD__aaR__rs301__m1__alt.
selected_sequence_signature	fe5b06f531aa1b298d46aa5a21e1d108500a4f49	26JR__A1EOV__laB__aaA__rs101__m1__alt.	26JT__A1EOB__laB__aaA__rs101__m1__alt.
selected_sequence_signature	fe5b06f531aa1b298d46aa5a21e1d108500a4f49	26JR__A1EOV__laB__aaA__rs101__m1__alt.	7X2Z__7U0__laB__aaA__rs101__m1__alt.
selected_sequence_signature	fe5b06f531aa1b298d46aa5a21e1d108500a4f49	26JR__A1EOV__laB__aaA__rs101__m1__alt.	7X3A__7V8__laB__aaA__rs101__m1__alt.
selected_sequence_signature	ff25199169d12120f22da6a11053a5dfd81f32ca	6E8S__EKJ__laC__aaA__rs101__m1__alt.	6E8S__EKJ__laG__aaB__rs101__m1__alt.
selected_sequence_signature	ff4efdaa7d5cbd83c04ec7c9dcc1fcf991749795	9BUN__FH8__laH__aaA__rs104__m1__alt.	9BUN__FH8__laS__aaC__rs106__m1__alt.
standardized_pdb_sha256	00c978ede09e23249773850dd900faa3aa815692cdf6eccfbeb63d65b5e23445	7D7V__GTP__laC__aaA__rs101__m1__alt.	7D7V__NAD__laL__aaA__rs110__m1__alt.
